Index,Title,Artist,Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity
871,MaggieMay,Rod Stewart,adult standards,1971,129,57,61,-11,7,54,350,56,4,72
872,WontGetFooledAgainOriginalAlbumVersion,The Who,album rock,1971,135,92,69,-6,8,23,511,30,6,65
873,AfterMidnight,J  J   Cale,blues,1971,96,31,69,-19,9,52,144,17,4,62
874,GiveUpYourGuns,The Buoys,alternative pop rock,1971,131,50,42,-13,20,66,254,48,3,39
875,LoveHerMadly,The Doors,album rock,1971,147,59,56,-7,4,97,198,6,3,67
876,RockandRollRemaster,Led Zeppelin,album rock,1971,170,89,32,-7,9,87,221,0,4,67
877,BlackDogRemaster,Led Zeppelin,album rock,1971,81,86,44,-8,24,75,295,40,9,73
878,CallMeTheBreeze,J  J   Cale,blues,1971,92,42,81,-15,10,84,157,75,4,58
879,FamousBlueRaincoat,Leonard Cohen,canadian folk,1971,119,4,47,-22,11,18,311,95,4,63
880,BehindBlueEyes,The Who,album rock,1971,127,62,39,-8,9,34,221,21,3,71
881,YoursIsNoDisgraceRemaster,Yes,album rock,1971,141,63,41,-10,51,80,581,0,6,43
882,SeeEmilyPlay,Pink Floyd,album rock,1971,124,71,46,-9,13,41,174,21,4,50
883,SmokeontheWater,Deep Purple,album rock,1972,114,59,63,-11,5,89,342,10,3,64
884,PerfectDay,Lou Reed,art rock,1972,145,27,40,-12,10,9,225,74,3,69
885,RocketManIThinkItsGoingToBeALongLongTime,Elton John,glam rock,1972,137,53,60,-9,9,34,282,43,3,82
886,HeartofGoldRemaster,Neil Young,album rock,1972,171,46,54,-10,10,80,187,19,3,71
887,StarmanRemaster,David Bowie,album rock,1972,100,45,49,-10,54,55,254,17,3,74
888,TakeItEasyRemaster,Eagles,album rock,1972,139,67,57,-10,13,74,212,34,3,75
889,AHorsewithNoName,America,album rock,1972,123,51,65,-17,16,83,252,69,5,77
890,TimeInABottle,Jim Croce,adult standards,1972,134,26,54,-12,15,64,148,85,3,58
891,LolaLive,The Kinks,album rock,1972,134,51,45,-16,72,56,102,13,6,29
892,EasyLivin,Uriah Heep,album rock,1972,161,84,26,-7,28,46,157,0,10,56
893,BenSingleVersion,Michael Jackson,pop,1972,136,16,44,-11,11,29,167,91,3,53
894,WalkOntheWildSide,Lou Reed,art rock,1972,105,32,57,-17,9,39,254,68,11,75
895,ShesARainbowFullVersionWithIntro,The Rolling Stones,album rock,1972,109,78,45,-9,34,51,252,44,4,55
896,YouresoVain,Carly Simon,adult standards,1972,106,68,66,-8,8,65,258,16,3,75
897,ZiggyStardustRemaster,David Bowie,album rock,1972,161,56,44,-12,21,50,194,5,12,64
898,WhiskeyInTheJar,Thin Lizzy,album rock,1972,128,69,56,-11,20,75,345,53,4,63
899,ListentotheMusic,The Doobie Brothers,album rock,1972,106,60,65,-13,7,91,227,22,3,75
900,TopOfTheWorld,Carpenters,adult standards,1972,184,34,38,-13,10,69,179,81,4,65
901,SchoolsOut,Alice Cooper,album rock,1972,134,75,29,-9,68,35,210,5,5,66
902,AThingCalledLove,Johnny Cash,arkansas country,1972,156,50,53,-11,26,79,153,48,3,54
903,HarvestRemaster,Neil Young,album rock,1972,86,22,54,-18,11,31,189,74,4,51
904,SylviasMother,Dr   Hook,bubblegum pop,1972,167,47,30,-13,34,58,228,69,5,58
905,ClosetotheEdgeiTheSolidTimeofChangeii,Yes,album rock,1972,81,60,22,-11,41,25,"1,121",27,6,47
906,VenturaHighway,America,album rock,1972,131,58,67,-10,6,82,211,22,3,69
907,WitchyWomanEaglesRemaster,Eagles,album rock,1972,99,57,56,-12,12,58,251,36,3,56
908,SongSungBlueSingleVersion,Neil Diamond,adult standards,1972,109,33,56,-16,32,33,195,47,3,54
909,Sylvia,Focus,album rock,1972,109,78,44,-5,14,61,212,14,3,47
910,PeacefulEasyFeelingEaglesRemaster,Eagles,album rock,1972,143,63,57,-12,25,87,258,49,3,65
911,DoItAgain,Steely Dan,album rock,1972,125,54,68,-10,6,96,357,22,3,69
912,RadarLove,Golden Earring,album rock,1973,102,72,50,-9,8,18,387,1,4,57
913,Angie,The Rolling Stones,album rock,1973,136,55,43,-6,11,41,272,67,3,72
914,DesperadoRemaster,Eagles,album rock,1973,60,22,23,-13,27,18,214,95,3,66
915,DreamOn,Aerosmith,album rock,1973,161,43,31,-10,33,22,267,39,3,78
916,Time,Pink Floyd,album rock,1973,120,48,36,-12,18,36,414,52,8,70
917,FreeBird,Lynyrd Skynyrd,album rock,1973,117,85,28,-8,6,44,559,1,5,71
918,Money,Pink Floyd,album rock,1973,124,54,47,-10,27,78,383,2,15,73
919,AlwaysOnMyMind,Elvis Presley,adult standards,1973,181,39,36,-14,12,50,218,75,3,61
920,TheGreatGigintheSky,Pink Floyd,album rock,1973,116,22,28,-14,8,18,284,77,3,66
921,LaGrangeRemaster,ZZ Top,album rock,1973,81,64,55,-10,20,61,230,0,22,74
922,LeavingOnaJetPlaneGreatestHitsVersion,John Denver,adult standards,1973,121,19,41,-13,11,63,246,85,3,64
923,UsandThem,Pink Floyd,album rock,1973,73,30,36,-15,63,13,469,86,3,65
924,FirthofFifthNewStereoMix,Genesis,album rock,1973,85,60,27,-10,19,29,575,2,4,41
925,BandOnTheRunRemastered,Paul McCartney,album rock,1973,125,60,48,-9,11,67,313,8,3,71
926,SebastianRemaster,Steve Harley & Cockney Rebel,classic uk pop,1973,140,24,25,-14,7,21,421,68,3,46
927,TequilaSunriseRemaster,Eagles,album rock,1973,111,40,63,-13,11,73,173,54,3,62
928,KnockinOnHeavensDoorRemastered,Bob Dylan,album rock,1973,140,40,51,-13,11,23,150,25,3,74
929,BurningLove,Elvis Presley,adult standards,1973,144,75,66,-11,28,97,170,10,3,68
930,GoodbyeYellowBrickRoadRemastered,Elton John,glam rock,1973,121,47,56,-8,15,40,193,45,3,68
931,MidnightTraintoGeorgia,Gladys Knight & The Pips,brill building pop,1973,92,38,59,-12,10,45,279,27,5,67
932,Daniel,Elton John,glam rock,1973,132,48,69,-12,9,90,235,38,3,65
933,TheJoker,Steve Miller Band,album rock,1973,83,45,60,-10,21,80,265,37,4,75
934,LongTrainRunnin,The Doobie Brothers,album rock,1973,117,91,57,-7,6,84,207,9,4,71
935,IllHaveToSayILoveYouInASong,Jim Croce,adult standards,1973,134,51,51,-14,11,70,152,78,3,53
936,TheJeanGenieRemaster,David Bowie,album rock,1973,128,57,58,-9,36,82,248,38,3,64
937,MerryXmasEverybody,Slade,album rock,1973,130,80,41,-3,18,47,223,22,4,76
938,WomanfromTokyo,Deep Purple,album rock,1973,127,54,58,-13,12,42,349,14,4,37
939,DontLetMeDownRemastered,The Beatles,british invasion,1973,77,29,59,-11,9,73,216,57,3,68
940,LetsGetItOn,Marvin Gaye,classic soul,1973,168,60,54,-11,8,64,291,4,5,69
941,School,Supertramp,album rock,1974,90,47,37,-15,7,5,335,54,8,63
942,Jolene,Dolly Parton,classic country pop,1974,111,54,67,-11,13,81,162,57,4,74
943,KillerQueenMix,Queen,glam rock,1974,117,65,54,-6,14,61,180,38,6,67
944,SweetHomeAlabama,Lynyrd Skynyrd,album rock,1974,98,61,60,-12,9,89,284,18,3,82
945,Waterloo,ABBA,europop,1974,148,93,44,-5,24,78,169,42,5,58
946,AnniesSong,John Denver,adult standards,1974,146,31,30,-11,37,46,181,87,3,69
947,Dreamer,Supertramp,album rock,1974,148,41,66,-14,8,83,213,86,7,59
948,YouAreSoBeautiful,Joe Cocker,album rock,1974,83,18,30,-11,13,9,160,85,3,57
949,MyBoy,Elvis Presley,adult standards,1974,92,53,39,-12,61,37,199,59,3,42
950,RebelRebelRemaster,David Bowie,album rock,1974,126,69,64,-16,28,46,275,21,5,74
951,CrimeOfTheCentury,Supertramp,album rock,1974,123,42,40,-14,7,23,333,10,5,43
952,AutobahnRemaster,Kraftwerk,dance rock,1974,82,50,33,-16,13,11,"1,367",11,4,48
953,IWillAlwaysLoveYou,Dolly Parton,classic country pop,1974,136,14,45,-13,10,16,176,96,3,61
954,ThankGodImaCountryBoy,John Denver,adult standards,1974,106,54,76,-10,6,96,193,79,5,64
955,TheAirThatIBreatheRemaster,The Hollies,adult standards,1974,168,47,28,-8,16,25,257,24,3,66
956,LoveIsAll,Roger Glover,hard rock,1974,112,81,60,-5,85,77,197,63,5,48
957,HideInYourShell,Supertramp,album rock,1974,112,36,48,-13,30,32,410,47,4,43
958,GuteNachtFreunde,Reinhard Mey,german pop,1974,100,25,55,-18,69,29,149,94,6,46
959,FoxOnTheRun,Sweet,album rock,1974,128,64,51,-12,9,83,208,17,4,55
960,YouAintSeenNothingYet,Bachman-Turner Overdrive,album rock,1974,118,44,48,-15,22,76,235,0,4,69
961,Mandy,Barry Manilow,adult standards,1974,104,46,31,-9,14,32,213,42,3,69
962,CantGetItoutofMyHead,Electric Light Orchestra,album rock,1974,169,38,23,-14,13,33,261,75,3,51
963,TheWayWeWere,Barbra Streisand,adult standards,1974,138,32,26,-12,13,17,211,89,3,59
964,BohemianRhapsodyMix,Queen,glam rock,1975,144,40,39,-10,24,23,354,29,5,77
965,LoveOfMyLifeRemastered,Queen,glam rock,1975,79,18,33,-12,12,26,217,94,3,62
966,ShineOnYouCrazyDiamondPts,Pink Floyd,album rock,1975,138,29,27,-12,11,4,811,77,3,66
967,BorntoRun,Bruce Springsteen,classic rock,1975,146,94,27,-4,12,61,270,1,10,73
968,KashmirRemaster,Led Zeppelin,album rock,1975,81,54,48,-11,16,58,508,49,4,69
969,NoWomanNoCryLiveAtTheLyceumLondon,Bob Marley & The Wailers,reggae,1975,78,68,66,-9,73,59,428,27,6,70
970,OneofTheseNightsRemaster,Eagles,album rock,1975,110,61,66,-10,8,77,292,6,3,69
971,MammaMia,ABBA,europop,1975,138,75,75,-7,44,83,215,29,3,63
972,Landslide,Fleetwood Mac,album rock,1975,159,16,41,-22,12,42,199,88,3,77
973,ThunderRoad,Bruce Springsteen,classic rock,1975,141,76,37,-6,53,66,289,62,4,66
974,ImNotInLove,10cc,album rock,1975,134,52,40,-16,28,16,367,69,6,70
975,Rhiannon,Fleetwood Mac,album rock,1975,129,49,72,-15,9,80,253,11,3,68
976,LyinEyesRemaster,Eagles,album rock,1975,133,67,67,-10,16,87,382,20,2,65
977,YoureMyBestFriendRemastered,Queen,glam rock,1975,119,76,52,-7,7,58,171,16,5,61
978,Jungleland,Bruce Springsteen,classic rock,1975,134,58,30,-6,7,18,576,37,3,51
979,LoveHurts,Nazareth,album rock,1975,80,33,49,-12,33,14,233,1,3,58
980,DownDown,Status Quo,album rock,1975,90,90,47,-7,29,21,325,11,3,53
981,Sailing,Rod Stewart,adult standards,1975,129,37,43,-10,32,19,278,37,3,68
982,Mix,Queen,glam rock,1975,102,58,52,-10,11,34,211,3,3,52
983,Calypso,John Denver,adult standards,1975,180,43,22,-9,12,50,216,82,3,54
984,WaystoLeaveYourLover,Paul Simon,classic rock,1975,102,37,82,-13,8,29,217,17,8,69
985,ItsALongWayThereDigitalRemaster,Little River Band,album rock,1975,89,59,39,-11,15,30,525,19,4,49
986,CrazyOnYou,Heart,album rock,1975,130,46,43,-12,13,38,293,12,3,65
987,WijZullenDoorgaanSingleVersion,Ramses Shaffy,dutch cabaret,1975,81,25,25,-17,21,32,264,91,3,37
988,MakeMeSmileComeupandSeeMeRemaster,Steve Harley,classic uk pop,1975,141,82,57,-8,9,77,239,1,3,63
989,HouseForSale,Lucifer,j-core,1975,128,49,38,-9,40,20,281,22,3,37
990,SOS,ABBA,europop,1975,125,70,42,-6,33,56,204,26,3,49
991,NightsOnBroadway,Bee Gees,adult standards,1975,89,64,57,-9,86,61,271,24,4,53
992,AtSeventeenRemastered,Janis Ian,classic uk pop,1975,125,27,62,-17,11,34,284,88,5,48
993,TakeIttotheLimitRemaster,Eagles,album rock,1975,91,42,44,-9,13,45,287,9,2,63
994,FameRemaster,David Bowie,album rock,1975,95,56,79,-10,8,67,261,45,5,60
995,SexMachinePt,James Brown,funk,1975,106,96,68,-6,35,61,715,18,9,27
996,ShowMeTheWay,Peter Frampton,album rock,1975,130,73,70,-8,10,64,243,43,3,66
997,MeetingAcrosstheRiver,Bruce Springsteen,classic rock,1975,105,29,46,-10,18,26,197,82,3,43
998,LoveIsTheDrug,Roxy Music,album rock,1975,125,76,84,-5,3,60,251,6,9,60
999,StillCrazyAfterAllTheseYears,Paul Simon,classic rock,1975,37,25,27,-12,9,13,207,80,4,61
1000,HotelCaliforniaRemaster,Eagles,album rock,1976,147,51,58,-9,6,61,391,1,3,82
1001,SomebodyToLoveMix,Queen,glam rock,1976,112,69,50,-7,22,36,296,19,6,70
1002,DancingQueen,ABBA,europop,1976,101,88,54,-7,76,75,231,38,4,72
1003,TheLastResortRemaster,Eagles,album rock,1976,126,28,55,-11,16,30,445,47,3,52
1004,Hurricane,Bob Dylan,album rock,1976,136,83,51,-8,12,74,513,4,8,69
1005,MoreThanaFeeling,Boston,album rock,1976,109,68,38,-8,5,29,285,0,3,78
1006,DontFearTheReaper,Blue Öyster Cult,album rock,1976,141,93,33,-9,30,38,308,0,7,75
1007,NewKidinTownRemaster,Eagles,album rock,1976,107,43,65,-10,11,65,305,38,3,64
1008,IfYouLeaveMeNow,Chicago,adult standards,1976,104,56,43,-7,13,28,235,2,3,74
1009,WildIstheWindRemaster,David Bowie,album rock,1976,98,58,52,-13,5,49,366,2,3,53
1010,TieYourMotherDownRemastered,Queen,glam rock,1976,135,89,33,-6,35,16,287,9,7,50
1011,Fernando,ABBA,europop,1976,111,53,35,-9,8,47,256,58,3,56
1012,KnowingMeKnowingYou,ABBA,europop,1976,107,74,55,-7,24,90,244,4,3,52
1013,FoolToCryRemastered,The Rolling Stones,album rock,1976,68,45,44,-7,11,24,305,89,4,55
1014,CarryonWaywardSon,Kansas,album rock,1976,127,79,48,-6,45,79,323,0,3,75
1015,NewYorkStateofMind,Billy Joel,album rock,1976,121,37,51,-9,32,20,362,50,3,61
1016,GoldenYearsRemaster,David Bowie,album rock,1976,108,70,68,-10,11,93,243,32,4,60
1017,IsntSheLovely,Stevie Wonder,adult standards,1976,119,83,48,-7,32,82,394,18,9,67
1018,IWish,Stevie Wonder,adult standards,1976,106,72,82,-10,7,89,252,8,5,64
1019,TomTraubertsBluesFourSheetsToTheWindInCopenhagen,Tom Waits,folk,1976,135,28,30,-13,17,33,399,80,3,52
1020,TheBoysAreBackInTown,Thin Lizzy,album rock,1976,81,71,45,-10,21,77,267,23,5,74
1021,LivinThing,Electric Light Orchestra,album rock,1976,123,65,55,-7,12,37,212,58,3,70
1022,SirDuke,Stevie Wonder,adult standards,1976,107,57,59,-10,8,95,233,16,7,72
1023,BlitzkriegBopRemaster,Ramones,classic rock,1976,177,78,39,-3,11,90,134,0,23,71
1024,FlyLikeAnEagle,Steve Miller Band,album rock,1976,100,75,56,-13,33,64,283,61,11,68
1025,BlindedByTheLight,Manfred Mann  s Earth Band,album rock,1976,142,70,46,-10,9,51,428,29,7,61
1026,Cocaine,J  J   Cale,blues,1976,104,41,79,-15,14,39,169,41,5,59
1027,TheBallroomBlitz,Sweet,album rock,1976,109,88,62,-7,4,83,242,0,8,54
1028,MoneyMoneyMoney,ABBA,europop,1976,121,69,78,-7,11,70,187,52,4,44
1029,WastedTimeRemaster,Eagles,album rock,1976,118,17,43,-11,11,14,296,42,4,54
1030,ThemeFromMahoganyDoYouKnowWhereYoureGoing,Diana Ross,adult standards,1976,140,42,32,-11,10,29,204,55,3,49
1031,HeroesRemaster,David Bowie,album rock,1977,112,76,49,-6,9,44,371,0,3,75
1032,ParadiseBytheDashboardLight,Meat Loaf,album rock,1977,173,87,33,-8,46,49,508,21,12,67
1033,GoYourOwnWayRemaster,Fleetwood Mac,album rock,1977,135,94,59,-5,7,83,224,2,4,73
1034,MrBlueSky,Electric Light Orchestra,album rock,1977,178,34,39,-10,25,48,303,65,3,80
1035,FoolsOverture,Supertramp,album rock,1977,135,31,41,-10,7,7,653,31,4,56
1036,WholeLottaRosie,AC/DC,album rock,1977,159,84,29,-4,10,42,334,0,8,65
1037,WeWillRockYouRemastered,Queen,glam rock,1977,81,50,69,-7,26,47,122,68,12,70
1038,TheChainRemaster,Fleetwood Mac,album rock,1977,152,67,55,-9,5,48,270,1,5,78
1039,ThreeLittleBirds,Bob Marley & The Wailers,reggae,1977,148,48,81,-10,5,62,180,1,6,78
1040,WeAreTheChampionsRemastered,Queen,glam rock,1977,64,46,27,-7,12,17,179,38,3,66
1041,ShesAlwaysaWoman,Billy Joel,album rock,1977,177,32,29,-12,12,38,201,80,3,72
1042,WornDownPiano,The Mark & Clark Band,classic rock,1977,112,71,37,-10,13,32,488,10,6,32
1043,DustintheWind,Kansas,album rock,1977,94,32,48,-11,11,39,206,37,3,77
1044,BatOutofHell,Meat Loaf,album rock,1977,172,84,20,-8,29,39,590,28,7,60
1045,SolsburyHill,Peter Gabriel,album rock,1977,102,63,68,-9,31,48,261,36,3,60
1046,ThankYouForTheMusic,ABBA,europop,1977,200,42,29,-9,10,35,232,84,4,48
1047,WonderfulTonight,Eric Clapton,album rock,1977,96,21,57,-16,13,49,225,65,3,73
1048,LustForLife,Iggy Pop,alternative rock,1977,104,97,39,-6,10,69,314,3,4,68
1049,ShesNotThere,Santana,blues rock,1977,130,70,48,-8,31,83,249,40,4,52
1050,StayinAlive,Bee Gees,adult standards,1977,104,54,71,-20,9,64,93,11,4,60
1051,PsychoKillerRemaster,Talking Heads,alternative rock,1977,123,52,72,-8,13,94,261,7,6,73
1052,Fantasy,Earth  Wind & Fire,disco,1977,89,75,61,-9,14,61,277,32,9,48
1053,SongbirdRemaster,Fleetwood Mac,album rock,1977,184,9,39,-15,10,36,201,98,3,56
1054,LetThereBeRock,AC/DC,album rock,1977,91,73,49,-6,8,43,366,0,9,62
1055,DontStopRemaster,Fleetwood Mac,album rock,1977,119,72,67,-8,4,83,193,4,4,67
1056,IFeelLove,Donna Summer,dance pop,1977,127,71,67,-16,9,96,355,3,4,46
1057,ThePassenger,Iggy Pop,alternative rock,1977,135,89,50,-5,73,70,283,9,5,72
1058,HetWerdZomer,Rob De Nijs,dutch pop,1977,133,43,39,-11,16,40,251,43,3,49
1059,TakeAChanceOnMe,ABBA,europop,1977,107,69,69,-8,20,93,244,17,3,63
1060,GiveALittleBit,Supertramp,album rock,1977,91,82,53,-5,26,47,248,7,5,74
1061,SoundandVisionRemaster,David Bowie,album rock,1977,106,80,67,-9,6,76,184,3,4,62
1062,SpreadYourWingsMix,Queen,glam rock,1977,175,66,39,-6,6,46,274,28,3,50
1063,YouTookTheWordsRightOutofMyMouthHotSummerNight,Meat Loaf,album rock,1977,125,68,46,-9,50,68,304,25,8,57
1064,TwoOutofThreeAintBad,Meat Loaf,album rock,1977,80,48,59,-9,9,49,324,39,2,60
1065,Cocaine,Eric Clapton,album rock,1977,105,50,70,-13,32,68,222,6,3,68
1066,Barracuda,Heart,album rock,1977,137,69,55,-14,14,67,262,2,4,74
1067,OneLovePeopleGetReadyMedley,Bob Marley & The Wailers,reggae,1977,76,52,73,-10,7,95,173,8,32,74
1068,ColdasIce,Foreigner,album rock,1977,133,49,52,-12,14,47,201,10,3,68
1069,TheNameOfTheGame,ABBA,europop,1977,77,56,66,-9,6,62,294,40,3,46
1070,MannishBoy,Muddy Waters,blues,1977,111,74,60,-11,68,62,321,44,10,63
1071,IWantYoutoWantMe,Cheap Trick,album rock,1977,93,46,81,-13,15,74,191,78,3,70
1072,ScenesfromanItalianRestaurant,Billy Joel,album rock,1977,98,93,42,-5,11,34,457,41,13,60
1073,GodSavetheQueen,Sex Pistols,punk,1977,148,91,27,-5,15,48,200,0,7,51
1074,Lavieenrose,Grace Jones,art rock,1977,177,48,65,-16,6,80,448,23,6,58
1075,SpanishStroll,Mink DeVille,dutch rock,1977,129,45,75,-15,12,95,220,42,6,47
1076,LeFreakRemaster,CHIC,disco,1977,119,64,91,-11,6,90,331,3,6,69
1077,LovelyDay,Bill Withers,classic soul,1977,98,65,69,-8,11,71,255,29,3,72
1078,IsntItTime,The Babys,album rock,1977,117,93,52,-7,82,31,244,39,10,49
1079,JusttheWayYouAre,Billy Joel,album rock,1977,139,45,59,-9,13,51,291,70,4,68
1080,AnarchyintheUK,Sex Pistols,punk,1977,134,98,32,-4,20,17,212,4,12,54
1081,YouMakeLovingFunRemaster,Fleetwood Mac,album rock,1977,127,60,62,-9,10,86,217,1,3,58
1082,SultansofSwing,Dire Straits,album rock,1978,148,87,73,-7,32,92,350,6,3,66
1083,DontStopMeNowMix,Queen,glam rock,1978,156,87,56,-5,77,60,209,5,16,76
1084,LaatMe,Ramses Shaffy,dutch cabaret,1978,102,33,34,-14,15,35,305,65,3,50
1085,WutheringHeights,Kate Bush,art pop,1978,125,39,48,-11,12,52,269,37,3,68
1086,SaturdayNight,Herman Brood & His Wild Romance,dutch indie,1978,92,61,63,-7,68,55,223,60,3,48
1087,Roxanne,The Police,album rock,1978,134,75,62,-9,5,66,192,4,36,78
1088,HoldtheLine,TOTO,album rock,1978,96,70,49,-12,15,78,236,4,6,75
1089,TheManwiththeChildinHisEyes,Kate Bush,art pop,1978,90,26,25,-11,14,20,159,96,3,53
1090,Badlands,Bruce Springsteen,classic rock,1978,123,78,61,-8,28,85,242,9,5,58
1091,BakerStreet,Gerry Rafferty,album rock,1978,114,35,50,-14,26,42,366,9,3,69
1092,DreadlockHoliday,10cc,album rock,1978,105,38,84,-13,20,89,268,54,6,67
1093,FatBottomedGirlsSingleVersion,Queen,glam rock,1978,88,69,43,-8,36,52,203,6,6,51
1094,RunninwiththeDevilRemaster,Van Halen,album rock,1978,96,90,47,-6,34,42,215,15,6,70
1095,BicycleRaceRemastered,Queen,glam rock,1978,83,67,43,-6,10,61,181,6,8,55
1096,FollowYouFollowMeRemaster,Genesis,album rock,1978,93,72,53,-10,8,76,241,13,3,51
1097,SoLonely,The Police,album rock,1978,77,57,54,-8,9,73,290,1,16,66
1098,HowYouGonnaSeeMeNow,Alice Cooper,album rock,1978,137,34,54,-14,13,30,236,46,4,49
1099,MissYouRemastered,The Rolling Stones,album rock,1978,110,71,80,-5,34,85,289,44,4,67
1100,StirItUpLiveAtThePavillonDeParis,Bob Marley & The Wailers,reggae,1978,91,82,67,-7,97,80,317,10,5,40
1101,IsThisLove,Bob Marley & The Wailers,reggae,1978,122,56,78,-8,7,76,232,11,10,76
1102,BecausetheNight,Patti Smith,art pop,1978,123,80,44,-5,10,52,205,5,4,66
1103,WhataFoolBelieves,The Doobie Brothers,album rock,1978,121,38,76,-15,5,99,224,28,4,69
1104,StillBelieve,Herman Brood & His Wild Romance,dutch indie,1978,95,85,60,-8,63,64,191,1,3,38
1105,RiversofBabylon,Boney M  ,disco,1978,115,85,73,-7,44,74,261,13,4,65
1106,DontLookBack,Boston,album rock,1978,122,72,36,-10,36,47,360,2,4,55
1107,BeastOfBurdenRemastered,The Rolling Stones,album rock,1978,101,88,78,-4,4,89,265,39,3,74
1108,Honesty,Billy Joel,album rock,1978,135,27,55,-15,11,21,234,42,3,59
1109,BorntoBeAliveOriginalMix,Patrick Hernandez,disco,1978,131,87,70,-6,21,81,188,8,3,66
1110,Fire,The Pointer Sisters,dance pop,1978,118,62,65,-9,8,64,211,20,3,56
1111,YouDontBringMeFlowers,Neil Diamond,adult standards,1978,67,12,16,-18,16,24,195,88,4,56
1112,WaterofLove,Dire Straits,album rock,1978,121,57,80,-13,11,96,327,45,3,41
1113,ComfortablyNumb,Pink Floyd,album rock,1979,127,37,47,-13,8,17,382,15,3,75
1114,HighwaytoHell,AC/DC,album rock,1979,116,91,57,-5,16,42,208,6,13,83
1115,AnotherBrickintheWallPt,Pink Floyd,album rock,1979,104,39,69,-16,25,72,239,8,4,77
1116,TheRose,Bette Midler,adult standards,1979,134,23,35,-10,38,18,221,90,3,67
1117,TheLogicalSongRemastered,Supertramp,album rock,1979,120,76,63,-6,15,70,251,51,5,72
1118,IWasMadeForLovinYou,KISS,album rock,1979,128,85,77,-6,7,87,271,21,4,78
1119,GimmeGimmeGimmeAManAfterMidnight,ABBA,europop,1979,120,49,75,-10,22,53,293,2,4,64
1120,MessageInABottle,The Police,album rock,1979,151,81,58,-7,22,87,290,3,4,74
1121,HeyYou,Pink Floyd,album rock,1979,112,30,59,-15,13,19,278,22,3,68
1122,OneStepBeyond,Madness,dance rock,1979,155,94,48,-5,41,94,138,1,4,42
1123,Chiquitita,ABBA,europop,1979,84,56,53,-8,30,38,327,70,3,56
1124,DoesYourMotherKnow,ABBA,europop,1979,136,86,72,-6,6,97,196,15,4,45
1125,HowDeepIsYourLove,Bee Gees,adult standards,1979,105,36,63,-9,13,67,245,11,3,77
1126,BrightEyes,Art Garfunkel,adult standards,1979,113,21,38,-16,8,21,239,75,3,57
1127,TakeTheLongWayHomeRemastered,Supertramp,album rock,1979,77,70,41,-9,11,37,309,22,3,64
1128,BreakfastInAmericaRemastered,Supertramp,album rock,1979,75,66,53,-6,7,76,159,43,3,70
1129,IHaveADream,ABBA,europop,1979,104,37,55,-12,17,46,286,57,2,49
1130,BoogieWonderland,Earth  Wind & Fire,disco,1979,132,76,80,-11,5,96,288,8,3,73
1131,BoysDontCrySingleVersion,The Cure,dance rock,1979,169,84,47,-6,11,69,158,0,6,63
1132,VoulezVous,ABBA,europop,1979,127,78,71,-7,15,91,309,12,4,53
1133,SeptemberMorn,Neil Diamond,adult standards,1979,129,23,42,-17,22,20,232,63,4,59
1134,MacArthurParkSingleVersion,Donna Summer,dance pop,1979,131,67,58,-12,5,45,235,8,4,52
1135,DontStopTilYouGetEnoughSingleVersion,Michael Jackson,pop,1979,119,82,88,-10,18,95,365,13,9,74
1136,LondonCallingRemastered,The Clash,classic rock,1979,134,80,65,-7,8,78,200,12,5,73
1137,NightBoattoCairo,Madness,dance rock,1979,156,97,31,-5,7,60,211,12,4,34
1138,GoodbyeStrangerRemastered,Supertramp,album rock,1979,125,67,42,-7,6,34,351,61,5,66
1139,WalkingOnTheMoon,The Police,album rock,1979,146,34,51,-13,21,27,301,0,5,64
1140,DontBringMeDown,Electric Light Orchestra,album rock,1979,116,87,64,-6,8,81,243,14,3,70
1141,Tragedy,Bee Gees,adult standards,1979,118,53,67,-11,30,81,303,9,3,64
1142,OfftheWall,Michael Jackson,pop,1979,119,60,83,-14,8,92,246,18,6,62
1143,TheWorker,Fischer-Z,dutch rock,1979,82,52,48,-16,12,90,215,2,3,44
1144,SureKnowSomething,KISS,album rock,1979,115,73,71,-6,13,93,242,28,3,52
1145,RelightMyFireSingleVersion,Dan Hartman,disco,1979,120,66,79,-11,33,87,226,1,4,52
1146,WeekendLove,Golden Earring,album rock,1979,167,74,49,-6,11,46,255,28,4,44
1147,MoreThanAWomanFromSaturdayNightFeverSoundtrack,Bee Gees,adult standards,1979,106,68,63,-6,85,70,197,16,4,70
1148,RockwithYouSingleVersion,Michael Jackson,pop,1979,114,54,81,-13,16,85,221,18,4,73
1149,Weekend,Earth & Fire,classic uk pop,1979,122,57,87,-11,13,56,215,37,4,49
1150,DancinFool,Frank Zappa,album rock,1979,133,64,55,-9,52,55,223,41,15,40
1151,WeBelongtotheNight,Ellen Foley,pop,1979,101,75,36,-9,23,42,321,0,4,40
1152,SausolitoSummernightDigitallyRemastered,Diesel,basshall,1979,125,93,62,-6,27,55,306,6,11,39
1153,TheRiver,Bruce Springsteen,classic rock,1980,117,54,59,-11,31,59,302,18,3,66
1154,AForestRemasteredVersion,The Cure,dance rock,1980,81,62,63,-11,10,42,355,34,6,53
1155,TheWinnerTakesItAll,ABBA,europop,1980,127,79,46,-7,8,52,295,55,4,59
1156,AceofSpades,Motörhead,album rock,1980,140,98,32,-7,9,23,166,0,17,74
